Customer_ID,Car_Model,Purchase_Date,Last_Service_Date,Mileage_at_Last_Service,Avg_Daily_Mileage,Returned_for_Service
514,BMW,2018-04-27,2019-12-11,75316,20,1
515,BMW,2016-12-04,2018-03-21,84041,36,0
516,BMW,2019-01-10,2020-06-29,73352,49,0
517,BMW,2016-08-03,2018-10-11,50911,32,0
518,BMW,2022-10-08,2025-01-27,52784,40,0
519,BMW,2022-12-18,2024-03-28,23191,38,0
520,BMW,2021-04-13,2023-09-18,53160,38,0
521,BMW,2023-08-14,2025-05-14,84641,44,1
522,BMW,2015-06-03,2018-02-04,69723,41,0
523,BMW,2019-08-07,2020-09-18,23631,50,0
524,BMW,2017-09-23,2018-10-09,26172,36,0
525,BMW,2023-08-24,2025-07-18,62080,42,0
526,BMW,2022-07-07,2025-01-25,40281,51,0
527,BMW,2018-05-28,2020-10-05,48671,29,0
528,BMW,2017-12-28,2019-01-08,71431,29,0
529,BMW,2023-07-16,2025-05-28,48602,55,1
530,BMW,2017-10-05,2020-05-18,71399,27,1
531,BMW,2020-11-11,2022-06-14,43472,39,1
532,BMW,2019-11-09,2021-10-12,69230,51,1
533,BMW,2017-08-15,2020-06-05,93616,33,0
534,BMW,2023-05-18,2024-08-05,27099,47,1
535,BMW,2016-03-28,2019-03-24,45431,43,1
536,BMW,2018-05-12,2020-09-07,76492,34,0
537,BMW,2023-02-07,2025-02-14,67684,41,1
538,BMW,2021-03-15,2024-02-22,50111,49,0
539,BMW,2021-11-26,2023-06-13,83936,23,1
540,BMW,2021-10-15,2024-04-03,42614,32,1
541,BMW,2021-07-16,2023-10-24,61991,42,0
542,BMW,2016-07-04,2017-09-30,90476,27,1
543,BMW,2019-06-24,2021-03-17,80920,37,1
544,BMW,2018-08-05,2021-05-20,83530,31,1
545,BMW,2019-10-24,2022-05-16,56224,50,0
546,BMW,2015-12-23,2018-04-24,27788,33,1
547,BMW,2020-09-01,2023-02-20,48082,53,0
548,BMW,2019-11-21,2021-01-05,96816,37,0
549,BMW,2022-01-13,2023-10-27,36531,53,0
550,BMW,2019-11-17,2020-12-01,64857,30,1
551,BMW,2023-09-07,2026-08-17,30142,31,1
552,BMW,2022-10-20,2024-11-23,68355,34,1
553,BMW,2023-11-26,2025-02-18,29866,50,1
554,BMW,2022-09-10,2024-05-16,90067,48,0
555,BMW,2021-10-25,2023-11-19,84027,45,0
556,BMW,2019-06-20,2021-05-19,77906,37,0
557,BMW,2022-09-17,2025-06-06,48138,51,0
558,BMW,2017-10-12,2020-03-13,49956,41,0
559,BMW,2018-09-10,2020-01-24,96295,57,0
560,BMW,2016-05-30,2019-04-17,25439,36,0
561,BMW,2023-06-15,2025-10-24,67241,42,0
562,BMW,2022-10-10,2025-10-05,62533,43,0
563,BMW,2015-12-02,2018-03-22,48270,27,0
564,BMW,2019-11-18,2022-07-03,98815,25,1
565,BMW,2021-04-24,2022-12-02,59279,24,1
566,BMW,2016-05-11,2018-05-17,43888,48,1
567,BMW,2017-06-14,2019-07-20,37630,47,0
568,BMW,2021-01-16,2023-04-03,81063,30,0
569,BMW,2017-05-01,2019-09-02,55144,20,1
570,BMW,2019-08-15,2022-04-20,72161,38,0
571,BMW,2020-04-15,2022-01-12,97360,28,0
572,BMW,2022-06-30,2024-12-06,70979,46,0
573,BMW,2021-08-24,2023-01-29,26979,53,0
574,BMW,2019-04-18,2020-09-15,46189,23,0
575,BMW,2017-08-14,2020-04-24,62600,55,0
576,BMW,2022-07-01,2024-01-04,79560,37,1
577,BMW,2019-06-25,2020-09-29,98040,34,0
578,BMW,2018-07-15,2019-11-22,81558,32,0
579,BMW,2018-12-11,2020-05-29,26910,38,1
580,BMW,2018-04-06,2019-10-05,77713,25,0
581,BMW,2017-12-02,2019-11-30,66857,31,0
582,BMW,2015-10-12,2016-11-18,54964,56,1
583,BMW,2021-09-10,2024-02-18,45227,36,0
584,BMW,2015-01-12,2017-05-22,25978,42,0
585,BMW,2019-06-19,2021-11-15,37153,45,0
586,BMW,2021-12-21,2023-12-04,79765,48,0
587,BMW,2017-01-23,2019-02-23,59071,52,0
588,BMW,2020-09-13,2023-09-04,89519,46,1
589,BMW,2022-08-06,2024-01-13,29503,44,0
590,BMW,2022-12-06,2023-12-21,80703,29,0
591,BMW,2015-03-31,2017-08-04,84379,42,0
592,BMW,2017-02-14,2019-04-15,77866,40,0
593,BMW,2022-04-06,2023-07-22,36905,40,1
594,BMW,2023-04-06,2025-06-28,65838,32,0
595,BMW,2019-06-14,2021-04-19,78279,56,0
596,BMW,2023-05-28,2024-11-12,46806,52,0
597,BMW,2016-02-22,2018-08-20,65000,43,0
598,BMW,2015-04-25,2017-06-11,42168,30,0
599,BMW,2016-09-08,2018-05-16,90119,36,1
600,BMW,2023-12-12,2025-04-30,58714,23,0
601,BMW,2017-04-05,2019-01-03,74093,44,0
602,BMW,2019-07-08,2021-08-26,75419,49,0
603,BMW,2019-02-25,2021-10-24,69145,28,1
604,BMW,2023-08-13,2024-09-19,97425,40,0
605,BMW,2016-02-17,2017-03-16,97811,39,1
606,BMW,2016-12-29,2019-04-19,22461,38,1
607,BMW,2023-05-27,2025-04-08,34291,38,1
608,BMW,2022-09-09,2024-05-10,66804,31,0
609,BMW,2016-11-06,2019-10-03,96971,56,0
610,BMW,2020-03-07,2021-12-03,84946,36,1
611,BMW,2021-11-09,2024-01-22,81332,56,1
612,BMW,2023-02-15,2024-10-10,97794,58,1
613,BMW,2021-02-17,2023-02-28,50841,47,0
614,BMW,2022-08-18,2024-05-09,68758,54,0
615,BMW,2018-01-27,2020-01-20,96272,37,0
616,BMW,2019-04-21,2021-03-25,57643,33,1
617,BMW,2017-09-04,2019-09-27,70408,54,0
618,BMW,2017-10-05,2020-05-03,63950,26,0
619,BMW,2020-11-13,2023-10-02,76849,32,1
620,BMW,2019-08-15,2020-08-16,48044,37,0
621,BMW,2022-06-03,2024-08-04,35997,56,1
622,BMW,2023-12-06,2025-04-25,99751,32,0
623,BMW,2015-02-06,2017-02-15,43911,55,0
624,BMW,2019-03-29,2022-01-26,75533,50,0
625,BMW,2021-05-15,2023-04-03,34571,21,1
626,BMW,2021-03-14,2022-08-06,77941,35,0
627,BMW,2022-12-24,2024-10-11,78005,28,0
628,BMW,2017-05-22,2020-03-16,78712,28,1
629,BMW,2019-12-27,2022-03-02,63541,57,0
630,BMW,2018-07-20,2021-06-23,43387,30,0
631,BMW,2020-10-10,2023-05-17,68908,41,0
632,BMW,2016-08-18,2018-09-20,33057,52,0
633,BMW,2020-03-18,2022-02-24,84028,55,1
634,BMW,2016-12-29,2018-05-17,75731,42,0
635,BMW,2018-09-27,2020-03-31,44858,53,0
636,BMW,2016-02-01,2017-04-01,68689,28,0
637,BMW,2016-11-29,2018-12-13,64638,43,1
638,BMW,2023-06-18,2026-05-27,66486,27,0
639,BMW,2021-02-02,2023-04-17,40567,26,0
640,BMW,2019-06-24,2021-05-07,49739,55,0
641,BMW,2016-01-31,2017-11-27,77804,37,0
642,BMW,2021-10-28,2023-10-06,23754,22,0
643,BMW,2015-03-17,2016-03-26,47044,47,0
644,BMW,2015-09-22,2016-11-21,87260,25,1
645,BMW,2021-11-07,2023-06-20,86912,40,0
646,BMW,2019-12-25,2021-05-25,28706,47,1
647,BMW,2016-12-18,2019-11-28,28894,59,1
648,BMW,2022-08-14,2025-02-27,38037,20,0
649,BMW,2017-04-30,2019-11-21,71612,55,0
650,BMW,2018-10-22,2021-05-27,49725,40,0
651,BMW,2015-05-24,2018-03-13,25926,54,1
652,BMW,2017-06-03,2019-12-29,29496,32,0
653,BMW,2023-08-07,2025-06-11,76447,29,0
654,BMW,2023-09-06,2025-05-05,49806,29,0
655,BMW,2016-01-31,2018-06-06,61321,32,1
656,BMW,2023-06-24,2025-06-23,85095,56,1
657,BMW,2023-03-15,2025-02-06,42656,57,0
658,BMW,2023-01-17,2024-05-02,75147,43,1
659,BMW,2019-02-01,2020-09-13,69666,21,0
660,BMW,2023-10-28,2025-06-01,58787,41,0
661,BMW,2018-03-13,2020-07-30,82946,36,1
662,BMW,2022-03-01,2023-11-14,41727,55,0
663,BMW,2017-11-28,2020-04-27,88056,33,0
664,BMW,2020-11-26,2022-01-18,23081,29,0
665,BMW,2017-12-01,2019-01-16,54196,54,1
666,BMW,2018-04-24,2021-04-19,56735,44,1
667,BMW,2023-03-02,2026-01-18,99578,22,1
668,BMW,2021-09-11,2024-02-13,45498,57,1
669,BMW,2016-09-25,2018-01-01,96865,36,0
670,BMW,2018-03-02,2019-03-21,51656,31,0
671,BMW,2023-11-09,2026-06-03,87695,43,0
672,BMW,2018-05-23,2020-09-23,57900,48,0
673,BMW,2017-01-02,2019-02-24,67701,44,0
674,BMW,2015-08-23,2018-07-12,39033,55,1
675,BMW,2022-05-29,2023-07-29,30805,45,0
676,BMW,2017-01-20,2018-06-13,55851,57,0
677,BMW,2022-03-20,2023-10-21,46832,20,0
678,BMW,2023-06-08,2024-06-09,83437,39,0
679,BMW,2023-08-12,2025-01-17,33944,47,1
680,BMW,2017-08-11,2018-12-08,39873,35,0
681,BMW,2021-12-14,2023-03-12,60372,36,0
682,BMW,2023-02-08,2025-01-01,35379,59,1
683,BMW,2019-03-23,2021-10-22,56751,47,0
684,BMW,2018-04-12,2020-04-02,25110,31,0
685,BMW,2019-08-04,2022-04-04,74341,46,0
686,BMW,2018-04-06,2019-12-28,32087,49,0
687,BMW,2021-01-26,2023-10-04,43762,53,1
688,BMW,2018-11-17,2020-10-04,29596,56,1
689,BMW,2023-03-13,2025-12-06,38313,25,0
690,BMW,2022-10-13,2025-04-05,86549,26,1
691,BMW,2022-05-05,2025-02-11,43705,51,0
692,BMW,2018-05-02,2019-11-12,87364,51,0
693,BMW,2019-03-21,2021-02-14,93445,44,0
694,BMW,2020-09-07,2022-02-23,98645,52,0
695,BMW,2023-11-11,2026-04-14,22023,26,0
696,BMW,2018-12-16,2021-03-22,79796,31,1
697,BMW,2021-07-14,2022-08-22,84429,35,1
698,BMW,2019-02-28,2021-08-17,81627,35,0
699,BMW,2018-10-20,2020-07-06,53848,55,0
700,BMW,2020-01-31,2022-02-28,57804,32,0
701,BMW,2018-09-27,2020-05-09,35379,26,0
702,BMW,2016-05-14,2017-09-14,79664,55,0
703,BMW,2019-08-08,2020-09-13,47766,28,0
704,BMW,2016-05-25,2018-04-17,88099,51,1
705,BMW,2015-08-05,2017-04-11,56060,30,0
706,BMW,2018-08-17,2020-02-08,89122,27,0
707,BMW,2018-03-01,2020-10-22,36087,52,0
708,BMW,2020-01-02,2022-03-30,68868,42,0
709,BMW,2023-08-08,2024-09-12,43225,44,0
710,BMW,2019-12-16,2021-10-26,26643,27,1
711,BMW,2021-10-28,2024-09-14,56727,41,0
712,BMW,2023-01-02,2025-08-16,31005,23,1
713,BMW,2018-04-20,2019-08-11,85697,59,0
714,BMW,2021-01-23,2022-03-03,36029,22,0
715,BMW,2015-04-01,2017-01-25,34226,48,0
716,BMW,2016-12-14,2018-07-25,83646,48,1
717,BMW,2020-02-25,2022-01-07,80603,53,0
718,BMW,2015-02-08,2017-01-21,48731,53,1
719,BMW,2023-10-03,2025-01-24,88926,47,0
720,BMW,2015-06-22,2018-05-19,25997,32,1
721,BMW,2016-10-14,2018-09-01,75506,34,0
722,BMW,2017-01-23,2019-08-13,98229,42,1
723,BMW,2018-05-28,2019-07-06,69815,45,0
724,BMW,2017-12-17,2019-01-25,62092,23,1
725,BMW,2019-08-11,2021-05-25,82539,45,0
726,BMW,2021-11-28,2023-08-16,86077,59,0
727,BMW,2016-03-31,2017-11-01,41817,28,0
728,BMW,2017-04-08,2018-09-01,57861,24,1
729,BMW,2017-06-13,2019-05-14,33428,51,0
730,BMW,2018-10-16,2020-03-31,63934,39,1
731,BMW,2020-05-12,2021-08-11,30258,30,0
732,BMW,2023-05-31,2025-05-17,77775,34,0
733,BMW,2021-08-31,2024-03-23,25469,51,0
734,BMW,2020-06-19,2023-01-10,48854,47,1
735,BMW,2021-07-23,2024-06-02,26256,41,1
736,BMW,2015-07-09,2017-07-05,96256,36,1
737,BMW,2016-05-19,2018-11-26,53937,45,0
738,BMW,2018-04-29,2020-04-07,21651,26,1
739,BMW,2019-03-12,2022-02-01,70288,45,1
740,BMW,2017-04-03,2018-09-19,45051,44,0
741,BMW,2017-07-17,2019-07-07,47386,29,1
742,BMW,2017-07-22,2019-01-28,95054,38,1
743,BMW,2018-02-14,2020-12-11,36184,30,1
744,BMW,2015-05-14,2017-07-08,53787,32,1
745,BMW,2020-10-06,2023-09-05,41621,27,0
746,BMW,2016-11-15,2017-11-21,95564,59,0
747,BMW,2022-06-12,2023-10-22,97984,23,1
748,BMW,2021-01-29,2023-08-08,79792,50,0
749,BMW,2020-01-27,2021-02-25,65253,47,1
750,BMW,2017-03-25,2019-09-10,54051,30,1
751,BMW,2018-03-18,2020-05-16,69811,20,1
752,BMW,2015-03-21,2017-04-17,50447,57,1
753,BMW,2023-01-12,2025-11-13,50254,43,0
754,BMW,2023-12-29,2025-12-25,77418,50,0
755,BMW,2015-07-22,2017-09-30,34472,45,0
756,BMW,2022-09-12,2025-07-12,23471,24,0
757,BMW,2018-06-06,2020-12-07,28329,39,0
758,BMW,2019-08-27,2020-11-15,54865,30,0
759,BMW,2018-06-04,2020-05-24,66850,52,1
760,BMW,2019-08-10,2021-04-23,74220,57,1
761,BMW,2019-04-05,2022-03-22,26397,46,0
762,BMW,2020-09-25,2023-05-06,55525,53,0
763,BMW,2018-06-10,2020-11-14,73072,34,1
764,BMW,2019-03-30,2021-01-17,43284,51,0
765,BMW,2018-03-12,2019-10-21,81330,40,0
766,BMW,2018-10-28,2021-04-04,45122,24,0
767,BMW,2022-05-27,2023-07-11,90553,25,0
768,BMW,2016-04-15,2019-02-10,82812,57,0
769,BMW,2023-04-07,2024-07-27,27999,41,1
770,BMW,2017-11-01,2019-06-21,42436,37,0
771,BMW,2018-09-15,2019-10-01,62963,33,0
772,BMW,2022-08-15,2024-08-08,22096,29,0
773,BMW,2022-10-02,2024-05-11,45279,32,0
774,BMW,2017-08-25,2020-07-24,46201,50,1
775,BMW,2015-12-24,2018-03-15,39715,49,1
776,BMW,2023-04-08,2025-04-06,49309,22,1
777,BMW,2016-10-29,2019-09-03,35078,49,0
778,BMW,2016-01-08,2017-11-28,76614,25,1
779,BMW,2017-10-28,2020-02-06,25105,48,1
780,BMW,2018-02-19,2020-04-07,22839,27,1
781,BMW,2018-10-03,2020-12-30,88920,52,0
782,BMW,2022-06-16,2025-01-21,63619,36,0
783,BMW,2015-03-31,2016-11-17,62821,30,0
784,BMW,2022-07-08,2024-02-16,33493,32,1
785,BMW,2023-11-24,2026-01-08,37069,30,0
786,BMW,2016-06-23,2019-01-15,27531,50,0
787,BMW,2022-08-11,2024-07-10,57051,47,1
788,BMW,2017-05-18,2018-12-25,27736,25,1
789,BMW,2015-02-10,2016-03-17,27710,35,1
790,BMW,2017-01-09,2018-10-13,87155,23,0
791,BMW,2020-04-30,2021-11-11,33975,54,1
792,BMW,2021-12-24,2024-04-20,82424,45,0
793,BMW,2023-03-26,2024-11-21,65603,31,0
794,BMW,2023-10-22,2025-09-09,43252,30,0
795,BMW,2018-05-09,2019-11-16,21431,56,0
796,BMW,2017-07-17,2018-08-02,94603,44,0
797,BMW,2020-07-29,2023-01-03,57481,37,1
798,BMW,2021-11-13,2023-12-18,29557,38,0
799,BMW,2022-08-11,2025-07-15,94971,42,1
800,BMW,2022-08-31,2023-09-21,20162,57,0
801,BMW,2017-07-13,2019-10-29,54742,37,0
802,BMW,2023-02-04,2024-06-02,39675,45,0
803,BMW,2019-05-01,2020-11-25,93997,25,0
804,BMW,2016-01-25,2017-11-25,37015,23,0
805,BMW,2019-06-06,2021-03-01,70057,48,0
806,BMW,2023-01-09,2025-12-12,52591,53,0
807,BMW,2015-09-13,2018-07-30,29833,36,0
808,BMW,2016-12-09,2018-09-19,27896,35,0
809,BMW,2020-01-13,2022-12-28,52972,21,1
810,BMW,2020-04-28,2023-03-04,69733,53,0
811,BMW,2021-11-02,2023-06-16,61800,27,1
812,BMW,2015-01-10,2017-01-24,25347,32,1
813,BMW,2022-11-11,2025-02-12,79063,27,1
814,BMW,2017-03-08,2018-03-14,22643,49,1
815,BMW,2017-05-26,2018-06-23,60785,51,0
816,BMW,2017-10-25,2018-11-26,38681,55,1
817,BMW,2023-09-26,2026-07-02,70026,49,1
818,BMW,2017-10-12,2018-12-29,35892,20,0
819,BMW,2019-12-30,2022-04-01,67299,58,0
820,BMW,2016-01-09,2018-07-31,37073,36,0
821,BMW,2023-08-03,2026-01-21,50682,39,1
822,BMW,2021-01-02,2023-04-28,34289,43,1
823,BMW,2015-08-12,2017-10-14,27927,41,0
824,BMW,2018-06-16,2020-03-26,68330,48,0
825,BMW,2021-02-02,2023-07-02,86707,41,0
826,BMW,2019-12-08,2021-03-15,97454,28,0
827,BMW,2017-05-02,2019-06-02,85428,56,1
828,BMW,2015-03-04,2017-07-04,70601,29,0
829,BMW,2018-05-25,2019-07-02,97465,55,0
830,BMW,2022-11-14,2024-08-10,22539,56,0
831,BMW,2022-10-13,2024-03-17,42669,47,1
832,BMW,2016-11-19,2018-02-01,90968,47,0
833,BMW,2019-01-24,2020-06-01,40644,40,1
834,BMW,2019-06-22,2022-05-08,38745,43,0
835,BMW,2020-11-22,2022-02-13,48228,59,0
836,BMW,2023-09-06,2024-09-26,54521,21,0
837,BMW,2016-05-25,2018-08-26,46928,27,0
838,BMW,2016-01-20,2018-07-11,38322,46,0
839,BMW,2016-02-09,2019-01-15,77714,41,1
840,BMW,2022-11-10,2024-11-25,82292,56,1
841,BMW,2016-06-01,2018-08-14,49055,46,1
842,BMW,2016-04-20,2018-12-14,62891,48,0
843,BMW,2020-06-23,2021-07-13,26588,22,1
844,BMW,2022-07-19,2024-05-16,26304,32,0
845,BMW,2019-07-27,2020-10-17,27345,29,0
846,BMW,2020-03-08,2022-12-26,49300,55,0
847,BMW,2022-09-19,2024-12-14,44259,28,0
848,BMW,2018-12-31,2021-01-20,35352,46,1
849,BMW,2023-06-22,2025-11-09,53365,53,0
850,BMW,2023-05-03,2025-01-13,39446,20,0
851,BMW,2022-06-17,2025-01-06,22336,51,1
852,BMW,2016-12-14,2019-05-24,82032,44,0
853,BMW,2015-03-24,2016-08-31,95415,48,0
854,BMW,2018-03-14,2019-08-23,27521,26,0
855,BMW,2023-08-23,2026-01-27,91707,22,1
856,BMW,2023-08-16,2025-05-12,43481,39,1
857,BMW,2021-11-09,2024-03-14,38474,39,0
858,BMW,2020-03-16,2021-10-09,66760,49,0
859,BMW,2020-08-10,2023-01-30,75718,54,0
860,BMW,2015-02-20,2017-09-25,64629,54,1
861,BMW,2016-11-15,2018-01-13,65232,58,0
862,BMW,2016-12-17,2019-02-19,87169,46,0
863,BMW,2019-01-09,2021-10-26,70669,45,0
864,BMW,2016-03-24,2018-11-18,98021,33,0
865,BMW,2017-05-30,2019-04-03,89184,36,0
866,BMW,2016-05-02,2018-10-03,67945,37,1
867,BMW,2019-12-29,2022-08-10,33140,48,0
868,BMW,2020-09-12,2021-10-08,34357,39,0
869,BMW,2020-11-12,2023-09-28,88673,46,1
870,BMW,2023-08-10,2026-02-21,85633,37,1
871,BMW,2019-04-24,2020-11-07,96943,23,0
872,BMW,2021-01-10,2023-01-31,98258,20,0
873,BMW,2015-09-07,2017-08-20,32924,20,0
874,BMW,2016-11-04,2019-09-27,89286,45,1
875,BMW,2016-03-13,2018-08-30,94071,39,0
876,BMW,2020-12-05,2022-12-17,77326,42,1
877,BMW,2017-02-09,2019-08-20,50651,29,1
878,BMW,2015-09-25,2018-03-04,90202,30,0
879,BMW,2020-06-07,2021-11-06,68777,24,0
880,BMW,2017-12-13,2019-07-06,36994,20,0
881,BMW,2015-08-24,2017-11-20,87263,36,0
882,BMW,2016-01-24,2017-10-22,79634,41,0
883,BMW,2023-04-26,2024-12-16,30800,53,1
884,BMW,2017-02-01,2019-07-06,57823,48,1
885,BMW,2020-01-23,2022-11-30,83878,23,0
886,BMW,2021-09-14,2024-09-08,38708,24,1
887,BMW,2016-09-15,2019-01-28,32819,30,0
888,BMW,2022-09-15,2024-01-09,94905,40,0
889,BMW,2023-02-14,2025-03-05,83870,54,0
890,BMW,2023-12-23,2025-11-30,29283,31,1
891,BMW,2018-06-06,2021-01-09,50573,45,1
892,BMW,2022-12-10,2025-01-07,98707,38,1
893,BMW,2016-07-31,2017-10-02,50933,26,0
894,BMW,2020-10-23,2023-10-09,25774,26,0
895,BMW,2016-03-10,2019-02-28,92055,45,0
896,BMW,2020-11-20,2022-01-30,30983,59,0
897,BMW,2017-02-02,2018-11-02,38133,24,1
898,BMW,2022-08-17,2024-07-01,34939,40,1
899,BMW,2022-10-24,2024-09-25,20781,33,1
900,BMW,2018-08-22,2020-08-21,76700,23,0
901,BMW,2020-11-15,2023-03-24,47624,42,0
902,BMW,2022-10-16,2025-06-13,26823,39,0
903,BMW,2018-09-20,2020-03-03,38489,34,0
904,BMW,2022-12-16,2025-06-11,59961,48,0
905,BMW,2021-10-18,2022-10-28,49118,27,1
906,BMW,2016-03-22,2018-01-16,42263,38,1
907,BMW,2020-07-10,2023-07-08,33565,58,0
908,BMW,2018-08-24,2019-12-03,40354,47,0
909,BMW,2015-09-06,2017-11-03,62951,46,0
910,BMW,2015-06-15,2017-07-10,43648,23,0
911,BMW,2023-04-20,2024-11-18,70729,34,1
912,BMW,2018-09-20,2021-08-10,61971,54,0
913,BMW,2017-10-16,2019-01-11,38658,56,0
914,BMW,2016-06-25,2018-12-29,41253,20,0
915,BMW,2017-01-28,2019-03-04,84166,22,1
916,BMW,2023-09-13,2026-04-22,68563,43,0
917,BMW,2020-10-29,2021-12-13,46390,46,0
918,BMW,2020-12-20,2023-10-22,71578,59,0
919,BMW,2017-03-07,2019-06-12,99025,55,1
920,BMW,2023-01-26,2025-09-08,52658,53,1
921,BMW,2015-05-18,2017-03-22,26852,48,0
922,BMW,2021-02-09,2022-05-05,22551,43,1
923,BMW,2018-09-15,2019-12-15,91947,43,1
924,BMW,2022-10-03,2025-07-23,81001,23,1
925,BMW,2020-02-19,2022-12-22,69159,22,1
926,BMW,2023-04-20,2026-04-02,71707,53,1
927,BMW,2015-03-10,2016-11-05,53243,42,0
928,BMW,2022-02-06,2023-02-07,41800,42,1
929,BMW,2020-10-01,2022-05-13,95939,24,0
930,BMW,2019-01-13,2021-08-23,77828,50,1
931,BMW,2015-07-24,2016-11-15,27239,25,0
932,BMW,2020-12-13,2023-10-09,26710,56,1
933,BMW,2015-02-12,2016-05-24,41384,29,1
934,BMW,2020-03-21,2021-09-30,41038,59,0
935,BMW,2020-11-28,2022-05-12,60846,26,1
936,BMW,2017-01-30,2018-04-29,87821,58,0
937,BMW,2023-11-29,2026-10-14,57991,57,1
938,BMW,2022-12-05,2024-04-04,99057,40,0
939,BMW,2020-11-12,2022-04-03,26971,39,0
940,BMW,2020-06-17,2021-09-30,49139,22,1
941,BMW,2020-04-19,2022-06-20,97067,41,0
942,BMW,2017-06-18,2019-04-18,57711,23,1
943,BMW,2015-12-26,2017-11-06,26530,47,0
944,BMW,2023-01-26,2025-10-21,31116,31,0
945,BMW,2019-09-16,2020-09-23,85794,57,0
946,BMW,2015-10-08,2016-12-18,20282,55,0
947,BMW,2023-12-11,2025-12-03,99473,24,0
948,BMW,2020-03-02,2021-10-10,21898,32,0
949,BMW,2023-12-11,2026-01-29,24135,42,0
950,BMW,2016-10-28,2019-05-03,26629,49,0
951,BMW,2015-04-03,2017-04-06,85031,56,1
952,BMW,2016-11-02,2019-10-18,53380,44,1
953,BMW,2020-05-23,2022-02-10,37071,46,0
954,BMW,2015-03-02,2018-01-19,40074,33,1
955,BMW,2022-05-05,2024-03-17,87843,55,0
956,BMW,2023-07-20,2024-10-10,59901,58,1
957,BMW,2017-10-25,2019-09-07,31205,35,1
958,BMW,2019-01-29,2020-05-18,75661,41,1
959,BMW,2016-08-26,2018-05-03,25906,40,0
960,BMW,2016-11-12,2018-11-29,22591,40,1
961,BMW,2022-01-25,2023-01-31,82987,27,0
962,BMW,2018-11-29,2021-03-01,83370,35,1
963,BMW,2022-11-25,2024-02-16,74400,50,0
964,BMW,2022-05-16,2023-12-09,45150,29,1
965,BMW,2021-03-30,2023-04-23,51852,51,1
966,BMW,2016-06-07,2018-04-16,62870,53,1
967,BMW,2021-07-21,2022-08-11,72756,28,0
968,BMW,2023-07-15,2025-08-27,76481,36,1
969,BMW,2022-02-06,2024-07-04,21283,30,0
970,BMW,2020-05-22,2021-09-25,53691,51,1
971,BMW,2018-01-06,2020-12-05,21125,29,0
972,BMW,2019-10-20,2020-11-01,87065,41,0
973,BMW,2020-01-11,2021-01-21,46170,36,0
974,BMW,2023-08-11,2024-11-04,28438,23,0
975,BMW,2022-10-12,2025-03-18,40095,44,0
976,BMW,2021-04-15,2023-10-03,36154,40,0
977,BMW,2020-09-25,2022-07-22,28004,56,0
978,BMW,2018-02-18,2019-10-18,29752,57,1
979,BMW,2021-03-11,2022-07-10,75426,20,1
980,BMW,2021-04-05,2022-08-29,46819,44,0
981,BMW,2017-12-15,2020-07-03,44217,55,0
982,BMW,2021-07-25,2023-07-15,52994,36,0
983,BMW,2015-04-17,2018-03-01,35036,43,0
984,BMW,2022-11-18,2025-08-09,97275,21,1
985,BMW,2015-02-17,2016-12-21,69416,59,1
986,BMW,2015-12-03,2018-10-27,29587,34,0
987,BMW,2017-11-15,2019-08-29,20645,51,0
988,BMW,2022-10-22,2024-08-23,50930,58,0
989,BMW,2018-07-04,2021-02-16,50090,25,1
990,BMW,2020-08-17,2023-08-09,72142,20,1
991,BMW,2016-09-16,2019-07-09,46475,42,0
992,BMW,2020-03-05,2022-09-04,38888,58,0
993,BMW,2018-06-30,2020-06-15,63732,36,1
994,BMW,2019-09-12,2021-07-19,66305,53,1
995,BMW,2022-07-29,2023-09-25,66037,48,0
996,BMW,2015-10-30,2018-08-02,29346,28,0
997,BMW,2016-09-30,2019-09-13,20587,32,0
998,BMW,2015-02-25,2016-03-30,32763,25,0
999,BMW,2016-12-26,2019-03-15,79165,25,0
1000,BMW,2016-06-09,2017-09-09,89615,39,0
